title,entity
甘薯紫纹羽病,my_entity
桑污叶病,my_entity
小花鬼针草,my_entity
糜子吸浆虫,my_entity
药用植物黄芪白粉病,my_entity
药用植物薄荷霜霉病,my_entity
玉米蛀茎夜娥,my_entity
茶树苏铁褐点盾蚧,my_entity
药用植物害虫椰圆蚧,my_entity
茶树绿盲蝽,my_entity
豆类大豆菜瘿蚊,my_entity
药用植物山茱萸角斑病,my_entity
茶树豆盗毒蛾,my_entity
玉米灰斑病,my_entity
豆类豆田棉铃虫,my_entity
药用植物蒲公英白粉病,my_entity
药用植物稻白叶枯病,my_entity
向日葵锈病,my_entity
豆类豆秆黑潜蝇,my_entity
水稻低温冷害,my_entity
甘蔗病害,my_entity
油菜菜斑潜蝇,my_entity
桑树春尺蠖,my_entity
病原中文名,my_entity
大麦坚黑穗病,my_entity
小麦梭条斑花叶病毒病,my_entity
玉米小斑病T小种穗腐病,my_entity
水稻细菌性褐条病,my_entity
小麦管蓟马,my_entity
黄麻枯腐病,my_entity
桑卷叶枯病,my_entity
药用植物旱芹斑枯病,my_entity
玉米青霉穗腐病,my_entity
玉米异跗萤叶甲,my_entity
药用植物棕榈炭疽病,my_entity
药用植物桃褐斑病,my_entity
桑树桑褐刺蛾,my_entity
药用植物百合叶枯病,my_entity
绿豆细菌性痰病,my_entity
水稻高温热害,my_entity
药用植物害虫斑须蝽,my_entity
豌豆霜霉病,my_entity
水稻黄萎病,my_entity
药用植物害虫山楂叶螨,my_entity
油菜大菜螟,my_entity
棉花中黑盲蝽,my_entity
大豆根结线虫病,my_entity
药用植物害虫短额负蝗,my_entity
小地老虎,my_entity
茶树椰圆蚧,my_entity
水稻叶尖枯病,my_entity
油菜苗期根腐病,my_entity
药用植物苏铁斑点病,my_entity
药用植物慈菇黑粉病,my_entity
棉花棉田烟蓟马,my_entity
药用植物花椒锈病,my_entity
药用植物黄芪根腐病,my_entity
药用植物玉竹曲霉病,my_entity
药用植物山茱萸炭疽病,my_entity
粟秆蝇,my_entity
（牛龙）牛儿苗,my_entity
甘蔗扁角飞虱,my_entity
棉花棉茎木囊蛾,my_entity
甘薯黑痣病,my_entity
水稻直纹稻弄蝶,my_entity
绿翅脊萤叶甲,my_entity
药用植物薄荷白绢病,my_entity
油菜大菜粉蝶,my_entity
?茶树茶天牛,my_entity
油菜八点灰灯蛾,my_entity
药用植物棉花黄萎病,my_entity
亚麻、胡麻炭疽病,my_entity
水稻条纹叶枯病,my_entity
茶树茶牡蛎蚧,my_entity
银川油葫芦,my_entity
蚕豆褐斑病,my_entity
赤拟谷盗,my_entity
玉米斑枯病,my_entity
高粱纹枯病,my_entity
药用植物苘麻子胴枯病,my_entity
药用植物麦冬炭疽病,my_entity
药用植物马齿苋白锈病,my_entity
棉花棉褐带卷娥,my_entity
烟草烟田大灰象甲,my_entity
大麻霜霉病,my_entity
向日葵斑螟,my_entity
?药用植物桔梗轮纹病,my_entity
燕麦坚黑穗病,my_entity
麻田棉小造桥虫,my_entity
药用植物害虫咖啡透翅天蛾,my_entity
桑树舞毒蛾,my_entity
高粱缺素症,my_entity
野生麦,my_entity
小麦倒伏,my_entity
豌豆褐斑病,my_entity
甘薯肖叶甲,my_entity
烟草细菌角斑病,my_entity
花生斑驳病毒病,my_entity
药用植物白芍灰霉病,my_entity
药用植物酸橙溃疡病,my_entity
赤须盲蝽(赤角盲蝽),my_entity
豆类银锭夜蛾,my_entity
茶藻斑病,my_entity
茶树黑粉虱,my_entity
茶煤病,my_entity
大豆霜霉病,my_entity
药用植物害虫六星黑点蠹蛾,my_entity
大麦缺素症,my_entity
药用植物害虫地老虎类,my_entity
桑树桑蛀虫,my_entity
大刺儿菜,my_entity
烟青虫,my_entity
豆类斑背安缘蝽,my_entity
桑树桑蟥,my_entity
大麦叶锈病,my_entity
蚕豆镰刀菌萎蔫病,my_entity
棉花棉蚜,my_entity
甜菜草地螟,my_entity
棉花叶烧病,my_entity
甘薯冻害,my_entity
小麦叶锈病,my_entity
东南大黑鳃金龟,my_entity
豌豆苗核病,my_entity
水稻三化螟,my_entity
警纹地老虎,my_entity
甜菜蛇眼病,my_entity
大豆轮纹病,my_entity
药用植物紫菜莉叶斑病,my_entity
药用植物酸浆(锦灯笼)叶斑病,my_entity
药用植物泡桐根结线虫病,my_entity
玉米丝黑穗病,my_entity
药用植物白花曼陀罗轮纹病,my_entity
花生立枯病和纹枯病,my_entity
茶苗白绢病,my_entity
桑花叶卷叶病,my_entity
茶树木liao尺蠖,my_entity
药用植物长春花变叶病,my_entity
麦茎异跗萤叶甲,my_entity
茶树褐边绿刺蛾,my_entity
麦黑斑潜叶蝇,my_entity
药用植物韭菜灰霉病,my_entity
小麦蓝矮病毒病,my_entity
药用植物量天尺炭疽病,my_entity
禾谷镰刀菌病,my_entity
水稻山稻蝗,my_entity
药用植物番石榴褐斑病,my_entity
药用植物蕹菜猝倒病,my_entity
甘蔗二点螟,my_entity
药用植物害虫胡萝卜微管蚜,my_entity
甘薯田斜纹夜峨,my_entity
绿豆病毒病,my_entity
棉花朱砂叶螨,my_entity
药用植物害虫棉蚜,my_entity
甘蔗栉叩头虫,my_entity
甘蔗蚜,my_entity
药用植物仙人掌炭疽病,my_entity
棉花绿盲蝽,my_entity
反枝苋,my_entity
荞麦叶斑病,my_entity
龙葵,my_entity
玉米假黑粉病,my_entity
麻田蚜虫,my_entity
玉米干腐病,my_entity
甜菜夜蛾,my_entity
小麦白粉病,my_entity
水稻细菌性谷枯病,my_entity
药用植物水仙褐斑病,my_entity
茶树红圆蚧,my_entity
向日葵细菌性叶斑病,my_entity
棉花蒙古灰象甲,my_entity
药用植物害虫榆四脉绵蚜,my_entity
豆类豆秆野螟,my_entity
药用植物曼陀罗黄萎病,my_entity
甘蔗环斑病,my_entity
绿豆叶斑病,my_entity
药用植物害虫大青叶蝉,my_entity
茶树茶二叉蚜,my_entity
玉米霜霉病,my_entity
玉米低温障碍,my_entity
高粱矮花叶病(高粱红条病),my_entity
茶树茶毒蛾(茶毛虫),my_entity
玉米田棉铃虫,my_entity
药用植物害虫山楂长小囊,my_entity
大豆猝倒病和立枯病,my_entity
甘蔗白叶病,my_entity
绿豆白粉病,my_entity
药用植物甘草褐斑病,my_entity
蚕豆油壶菌火肿病,my_entity
水稻褐边螟,my_entity
黍、稷(糜子)根腐病,my_entity
?药用植物芦笋灰霉病,my_entity
药用植物芦荟炭疽病,my_entity
棉花棉田银纹夜蛾,my_entity
玉米大斑病,my_entity
蚕豆立枯病,my_entity
药用植物紫薇白粉病,my_entity
豆类豆芜菁,my_entity
药用植物害虫茄二十八星瓢虫,my_entity
药用植物量天尺枯萎腐烂病,my_entity
棵蛛甲,my_entity
甘蔗条螟,my_entity
黑额光叶甲,my_entity
蓖麻四星尺蛾,my_entity
药用植物药菊花枯萎病,my_entity
黑皮蠹,my_entity
棉花棉田美洲班潜蝇,my_entity
烟草烟蛀茎蛾,my_entity
甜菜根腐病,my_entity
药用植物白芍疫病,my_entity
水稻稻赤斑沫蝉,my_entity
高粱弯孢霉穗腐病,my_entity
药用植物地黄轮纹病,my_entity
玉米弯孢霉菌叶斑病,my_entity
匍枝根霉病,my_entity
桑树桑叶瘿蚊,my_entity
药用植物茶树炭疽病,my_entity
水稻显纹纵卷叶螟,my_entity
麻田酒花秆野螟,my_entity
小麦缺素症,my_entity
桑树桑天牛,my_entity
药用植物葛（粉葛）细菌性叶斑病,my_entity
药用植物浮小麦根腐病,my_entity
绿豆锈病,my_entity
水稻细菌性基腐病,my_entity
散居型飞蝗,my_entity
西北麦蝽,my_entity
药用植物冬珊瑚叶霉病,my_entity
药用植物草木樨白粉病,my_entity
茶树八点广翅蜡蝉,my_entity
马铃薯红周刺座霉干腐病,my_entity
小麦越冬死苗,my_entity
蚕豆赤斑病,my_entity
大麻小食心虫,my_entity
药用植物害虫菊小长管蚜,my_entity
油菜甘蓝夜蛾,my_entity
药用植物马钱轮纹褐斑病,my_entity
药用植物害虫莴苣冬夜蛾,my_entity
药用植物夹竹桃灰斑病,my_entity
油菜萎缩不实症,my_entity
玉米空气污染,my_entity
棉花角斑病,my_entity
棉花根结线虫病,my_entity
马铃薯炭疽病,my_entity
大麦纹枯病,my_entity
豆类肾坑翅夜蛾,my_entity
高粱瘿蚊,my_entity
山楂、野山楂锈病,my_entity
黍红叶病,my_entity
玉米细菌性茎腐病,my_entity
高粱炭腐病,my_entity
棉花翠纹金刚钻,my_entity
棉花三点盲蝽,my_entity
烟草烟盲蝽,my_entity
花生田灰地种蝇,my_entity
药用植物番木瓜褐腐病,my_entity
油菜斜纹夜蛾,my_entity
药用植物苎麻炭疽病,my_entity
豆类点蜂绿蝽,my_entity
烟草烟蓟马,my_entity
大豆耙点病,my_entity
甜菜跳甲,my_entity
粟(谷子)白发病,my_entity
桑细茵性青枯病,my_entity
豆类人纹污灯蛾,my_entity
药用植物害虫韭菜迟眼蕈蚊,my_entity
向日葵菌核病,my_entity
玉米黑粉病,my_entity
药用植物薄荷病毒病,my_entity
药用植物丹参疫病,my_entity
油菜白斑病,my_entity
药用植物荔枝霜疫病,my_entity
药用植物马蔺锈病,my_entity
学名,my_entity
委陵菜,my_entity
药用植物唐菖蒲(标杆花)叶斑病,my_entity
黑缝油菜叶甲,my_entity
水稻霜霉病,my_entity
茶树神泽氏叶螨,my_entity
红麻叶霉病,my_entity
桑树桑根瘿蚊,my_entity
异型莎草,my_entity
棉花神泽氏叶螨,my_entity
高粱散黑穗病,my_entity
药用植物害虫瘤胸材小蠹,my_entity
沟金针虫,my_entity
药用植物害虫玫瑰巾夜蛾,my_entity
豆类豆二条萤叶甲,my_entity
为害部位,my_entity
油菜丽色油菜叶甲,my_entity
甘薯丛枝病,my_entity
律草,my_entity
药用植物菊花霜霉病,my_entity
花生焦斑病,my_entity
玉米色二孢穗腐病,my_entity
水稻稻田棉铃虫,my_entity
绿豆菌核病,my_entity
甘蔗田亚洲玉米螟,my_entity
粟穗螟,my_entity
甘薯灰褐羽蛾,my_entity
棉花棉田大灰象甲,my_entity
大麻霉斑病,my_entity
小香蒲,my_entity
药用植物巴天酸模白霉病,my_entity
药用植物害虫小红蛱蝶,my_entity
水稻稻纵卷叶螟,my_entity
花生田叶螨,my_entity
高粱花黑粉病,my_entity
药用植物啤酒花灰霉病,my_entity
小麦全蚀病,my_entity
药用植物槲寄生和扁枝槲寄生,my_entity
向日葵灰霉病,my_entity
药用植物防风斑枯病,my_entity
美洲斑潜蝇,my_entity
棉花大造桥虫,my_entity
高粱蚜,my_entity
药用植物菊花灰霉病,my_entity
亚麻、胡麻菌核病,my_entity
棉花赤须盲蝽(赤角盲蝽),my_entity
东北大黑鳃金龟,my_entity
药用植物害虫金针虫类,my_entity
玉米炭疽病,my_entity
茶树桑褐刺蛾,my_entity
药用植物玉竹镰刀菌根腐病,my_entity
药用植物艾白粉病,my_entity
白曲霉病,my_entity
药用植物君达菜果脚病,my_entity
甘蔗黑色蔗龟,my_entity
?药用植物山药红斑病,my_entity
大麦白粉病,my_entity
小麦壳针孢叶枯病,my_entity
马铃薯二十八星瓢虫,my_entity
鸭跖草,my_entity
豆类豆突眼长蝽,my_entity
药用植物害虫菊天牛,my_entity
花生疮痂病,my_entity
药用植物害虫金龟子(蛴螬)类,my_entity
水稻长绿飞虱,my_entity
黑麦秆蝇,my_entity
草酸青霉病,my_entity
药用植物藜霜霉病,my_entity
桑树氟化物中毒,my_entity
大豆褐斑病(斑枯病),my_entity
大豆菌核病,my_entity
马铃薯干腐病,my_entity
棉花枯萎病,my_entity
棉花鼎点金刚钻,my_entity
玉米盐酸害,my_entity
木薯炭疽病,my_entity
药用植物害虫中华虎凤蝶,my_entity
药用植物杏疔病,my_entity
棉花白霉病,my_entity
油葫芦,my_entity
粟(谷子)细茵性褐斑条纹病,my_entity
粟(谷子)纹枯病,my_entity
药用植物木瓜锈病,my_entity
水稻稻棘缘蝽,my_entity
甘蔗黑翅土白蚁,my_entity
水稻大稻缘蝽,my_entity
药用植物害虫马尾松毛虫,my_entity
棉花弧丽金龟,my_entity
药用植物害虫菊潜叶蝇,my_entity
桑黄化型萎缩病,my_entity
药用植物小蓟灰斑病,my_entity
红蓼(水红花子)褐斑病,my_entity
桑树桑纽蚧,my_entity
甘蔗长蝽,my_entity
桑褐斑病,my_entity
甘薯绮夜娥,my_entity
药用植物核桃枝枯病,my_entity
玉米细菌萎蔫病,my_entity
药用植物苍耳霜霉病,my_entity
小麦秆黑粉病,my_entity
豌豆白粉病,my_entity
狗尾草,my_entity
蛴螬,my_entity
药用植物亚麻枯萎病,my_entity
水稻稻水象甲,my_entity
黍、稷(糜子)灰斑病,my_entity
棉花棉田地老虎,my_entity
高粱北方炭疽病,my_entity
杂粮田粘虫,my_entity
五趾跳鼠,my_entity
甜菜潜叶蝇,my_entity
玉米轮纹斑病,my_entity
苎麻天牛,my_entity
小麦吸浆虫,my_entity
药用植物害虫枣尺蠖,my_entity
油菜黑龙江简喙象,my_entity
茶树茶叶瘿螨,my_entity
茶树白囊蓑蛾,my_entity
桑花叶病,my_entity
水稻胡麻斑病,my_entity
水稻稻苗疫病,my_entity
苘麻(青麻)胴枯病,my_entity
药用植物北沙参黑斑病,my_entity
油菜冻害,my_entity
亚麻、胡麻立枯病,my_entity
甜菜田甘蓝夜娥,my_entity
桑树枣尺蠖,my_entity
甘蔗虎斑病,my_entity
水稻禾蓟马,my_entity
棉花棉蝗,my_entity
甜菜藜夜蛾,my_entity
蚕豆(BBWV)萎蔫病毒病,my_entity
小麦链格孢叶枯病,my_entity
桑树桑木虱,my_entity
药用植物害虫茸毒蛾,my_entity
小飞蓬,my_entity
水稻白背飞虱,my_entity
甜菜缺素症,my_entity
芝麻变叶病,my_entity
玉米纹枯病,my_entity
棉花中华弧丽金龟,my_entity
黄曲霉病,my_entity
茶树黑刺粉虱,my_entity
药用植物害虫豆荚斑螟,my_entity
啤酒花病害,my_entity
小麦土传花叶病毒病,my_entity
桑树稀点雪灯蛾,my_entity
茶树云尺蠖,my_entity
药用植物山药炭疽病,my_entity
小麦雪腐病,my_entity
药用植物害虫种蝇类,my_entity
油菜菜粉蝶,my_entity
药用植物白花曼陀罗灰斑病,my_entity
桑树拟菱纹叶蝉,my_entity
小麦腥黑穗病和矮腥黑穗病,my_entity
烟实夜蛾,my_entity
黄麻根结线虫病,my_entity
?药用植物莳萝立枯病,my_entity
麦田棉铃虫,my_entity
药用植物白扁豆炭疽病,my_entity
棉花棉田柳毒蛾,my_entity
甘薯枯萎病,my_entity
毛胫夜娥,my_entity
药用植物当归麻口病,my_entity
棉花棉铃疫病,my_entity
药用植物薄荷白粉病,my_entity
小麦条锈病,my_entity
甘薯全翅羽蛾,my_entity
小麦旺长,my_entity
大豆赤霉病,my_entity
水稻细菌性褐斑病,my_entity
芝麻枯萎病,my_entity
烟草赤星病,my_entity
高粱霜霉病,my_entity
大豆细菌性斑点病,my_entity
烟草烟蚜(桃蚜),my_entity
油菜肥害,my_entity
桑灰霉病,my_entity
烟草气候班病,my_entity
马铃薯白绢病,my_entity
玉米褐斑病,my_entity
小麦红矮病毒病,my_entity
高粱立枯病,my_entity
小麦叶蝉,my_entity
蚕豆白粉病,my_entity
独行菜,my_entity
药用植物三七根结线虫病,my_entity
红绿灯峨,my_entity
甘蔗翼翅丽金龟,my_entity
玉米细菌性条纹病,my_entity
药用植物车前草白粉病,my_entity
?药用植物药菊花斑枯病,my_entity
油菜黄狭条跳甲,my_entity
药用植物鸭儿芹锈病,my_entity
马铃薯早疫病,my_entity
黍、稷(糜子)立枯病,my_entity
油菜白粉病,my_entity
油菜东方粉蝶,my_entity
茶枝黑痣病,my_entity
茶白星病,my_entity
亚麻、胡麻锈病,my_entity
药用植物害虫十四点负泥甲,my_entity
药用植物害虫棉铃虫,my_entity
黍、稷(糜子)斑点病,my_entity
烟草缺素症,my_entity
药用植物害虫黄刺蛾,my_entity
玉米枝孢穗腐病,my_entity
桑树桑褶翅尺蠖,my_entity
大麻白斑病,my_entity
甘蔗绵蚜,my_entity
药用植物功效,my_entity
药用植物香草兰茎腐病(枯萎病),my_entity
茶树茶蚕,my_entity
异名,my_entity
?药用植物山药斑纹病,my_entity
豆类大豆蚜,my_entity
油菜番茄斑潜蝇,my_entity
茶树茶卷叶蛾,my_entity
甘薯根腐病,my_entity
豆类油葫芦,my_entity
豆小卷叶蛾,my_entity
鸭舌草,my_entity
花生叶斑病,my_entity
玉米田禾蓟马和稻简管蓟马,my_entity
茶树炭疽病,my_entity
玉米秃尖,my_entity
黄麻褐斑病,my_entity
麻田叶螨,my_entity
高粱黑束病,my_entity
药用植物天南星花叶病毒病,my_entity
烟草枯萎病,my_entity
蚕豆轮纹病,my_entity
甘薯蜡龟甲指名亚种,my_entity
大豆细菌斑疹病,my_entity
水稻田蚜虫,my_entity
油菜南美斑潜蝇,my_entity
药用植物红花锈病,my_entity
芝麻细菌性角斑病,my_entity
大谷盗,my_entity
玉米粗缩病,my_entity
蚕豆根腐病和茎基腐病,my_entity
药用植物害虫柑桔凤蝶,my_entity
芝麻白粉病,my_entity
分布区域,my_entity
小麦冻害,my_entity
达乌尔鼠兔,my_entity
药用植物害虫星天牛,my_entity
马铃薯（疫霉菌）烂窖,my_entity
茶圆赤星病,my_entity
?药用植物贝母鳞茎腐烂病,my_entity
烟草剑叶病,my_entity
棉花棉田亚洲玉米螟,my_entity
寄主,my_entity
棉花棉双斜卷娥,my_entity
玉米赤霉病,my_entity
小麦糜疯病,my_entity
茶树茶叶白毒娥,my_entity
油菜云斑粉蝶,my_entity
药用植物桑细菌性青枯病,my_entity
药用植物鸢尾褐斑病,my_entity
桑树桑尺蠖,my_entity
甜菜斑蝇,my_entity
烟草立枯病,my_entity
网目拟地甲,my_entity
玉米圆斑病,my_entity
十四点负泥甲,my_entity
芝麻荚野螟,my_entity
大豆缺素症,my_entity
甜菜苗腐病,my_entity
油菜横纹菜蝽,my_entity
桑树桑园大蓑娥,my_entity
药用植物牡丹(牡丹皮)疫病,my_entity
大豆锈病,my_entity
旋覆花,my_entity
桑萎缩型萎缩病,my_entity
药用植物石榴干腐病,my_entity
小麦炭疽病,my_entity
水稻东格鲁病毒病,my_entity
大豆羞萎病,my_entity
桑树黄星天牛,my_entity
亚麻、胡麻假黑斑病,my_entity
粟(谷子)黑鞘病,my_entity
水稻黑条矮缩病,my_entity
茶树假眼小绿叶蝉,my_entity
水稻稻负泥甲,my_entity
小麦(镰刀菌)根腐病,my_entity
甜菜立枯病,my_entity
啤酒花灰霉病,my_entity
药用植物梅疮痂病,my_entity
柳蓝叶甲,my_entity
玉米红叶病,my_entity
药用植物酸模白霉病,my_entity
油菜病毒病,my_entity
玉米雌雄花期不协调,my_entity
药用植物番红花腐烂病,my_entity
